Name,Gender,Age,Social Media Use Timings,Social Media Platform,City,State,Purchase Platform,Purchase Date,Clothing,Cosmetics,Laptops,TV,Groceries,Books,Fitness Equipment,Mobiles,Jewelry,Furniture,Shoes,Bags,Watches,Kitchenware,Gardening Tools,Pet Supplies,Sports Equipment,Toys,Stationery,Automobile Accessories,Home Decor,Electronics,Music Instruments,Cameras,Gaming Consoles,Smartwatches,Health Supplements,Travel Accessories,Art Supplies,Lighting Fixtures
Arjun Verma,Male,42,16:00 - 24:00,LinkedIn,Jaipur,Delhi,Snapdeal,18-05-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15528,0,0,0,0,0,1000,0,0,0,0,0,10000,0
Priya Verma,Male,44,10:00 - 13:00,Twitter,Hyderabad,Maharashtra,Myntra,24-08-2023,0,0,0,0,15584,15520,0,0,0,0,0,0,0,17519,0,0,0,0,0,0,0,0,0,0,0,0,0,10629,10000,1956
Kavya Patel,Female,43,17:00 - 18:00,LinkedIn,Chennai,Tamil Nadu,Ajio,02-08-2021,0,0,0,0,0,0,0,0,19491,0,0,0,0,0,0,0,0,0,0,12191,0,0,0,0,0,0,6589,891,0,0
Aarav Mishra,Female,38,19:00 - 20:00,Instagram,Pune,Karnataka,Local Market,12-01-2023,0,12344,0,0,12459,0,0,15251,0,0,0,7161,11038,0,0,0,0,0,0,16470,0,0,17421,0,0,6778,10000,0,0,0
Riya Patel,Male,52,18:00 - 19:00,LinkedIn,Pune,Tamil Nadu,Flipkart,07-09-2023,0,0,0,12228,0,0,0,0,0,6165,0,0,0,0,0,0,15908,0,0,0,0,0,0,0,0,0,2978,0,0,0
Priya Jain,Female,55,18:00 - 21:00,Snapchat,Delhi,Gujarat,Local Market,25-01-2023,0,0,0,0,0,0,17259,0,0,0,3454,0,0,936,0,0,7720,0,0,0,5825,15438,18768,0,0,0,0,0,5853,0
Priya Mehta,Male,45,14:00 - 16:00,LinkedIn,Hyderabad,Uttar Pradesh,Flipkart,17-02-2021,0,0,0,0,0,0,9798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,18379
Diya Sharma,Female,28,18:00 - 24:00,Google,Ahmedabad,Maharashtra,Myntra,30-04-2021,0,0,0,0,0,5037,0,0,0,0,0,17592,4991,4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17012
Priya Gupta,Male,41,21:00 - 24:00,Twitter,Delhi,Delhi,Amazon,22-07-2021,0,0,0,0,0,0,0,0,13899,0,11096,0,0,0,0,0,0,0,0,5959,15177,0,0,0,0,0,0,0,0,0
Aditya Mehta,Male,52,5:00 - 9:00,Snapchat,Lucknow,Tamil Nadu,Ajio,13-08-2020,8390,0,0,0,3514,0,11752,0,0,1356,804,0,0,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Kumar,Male,62,20:00 - 23:00,Twitter,Delhi,Delhi,Myntra,17-12-2020,0,0,17908,0,8194,0,0,0,0,0,0,18001,3208,0,0,13711,1310,0,267,0,0,0,0,0,0,0,0,0,0,0
Aditya Jain,Female,17,16:00 - 19:00,Snapchat,Pune,Maharashtra,Myntra,24-06-2021,0,0,0,5021,0,0,0,0,0,0,0,0,0,1365,0,0,0,0,0,0,0,5000,0,0,0,0,0,2464,0,0
Arjun Mehta,Female,70,8:00 - 15:00,Google,Jaipur,Maharashtra,Local Market,05-05-2021,0,6127,12912,0,0,17162,0,0,0,0,0,14095,0,0,0,0,19104,0,0,0,0,0,0,0,0,0,0,0,10000,0
Aditya Patel,Female,65,21:00 - 23:00,Snapchat,Ahmedabad,Karnataka,Local Market,22-03-2021,15000,0,0,0,0,0,0,0,0,0,0,0,17520,13079,2517,0,17025,14544,0,0,0,0,7711,8046,14384,0,0,19123,0,0
Arjun Kumar,Male,40,16:00 - 24:00,Twitter,Pune,West Bengal,TataCliq,18-05-2023,0,17649,0,0,0,0,0,0,16991,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
Kavya Jain,Male,69,22:00 - 23:00,Facebook,Chennai,Telangana,Paytm Mall,16-02-2023,0,0,0,0,3422,0,0,0,0,0,18519,0,0,0,0,16621,0,0,0,0,0,5000,0,14855,0,2000,10000,0,7394,16065
Aditya Chauhan,Female,18,8:00 - 18:00,Google,Bangalore,Tamil Nadu,Flipkart,11-02-2020,0,0,0,0,0,0,0,14207,14329,0,8383,0,0,0,9888,0,0,0,0,0,0,0,0,15699,0,0,0,0,0,0
Kavya Mishra,Male,56,13:00 - 16:00,Instagram,Lucknow,Gujarat,Snapdeal,24-07-2022,0,0,0,0,0,0,0,0,0,7835,0,0,0,0,0,0,0,0,7395,0,0,0,0,0,0,0,0,9829,0,0
Riya Mishra,Female,36,10:00 - 13:00,Snapchat,Jaipur,Delhi,Snapdeal,20-05-2020,0,698,0,0,0,10058,0,0,9896,14183,0,0,0,0,3536,0,0,0,10027,0,0,0,7861,0,0,0,0,0,0,0
Nisha Chauhan,Female,45,6:00 - 20:00,LinkedIn,Hyderabad,Rajasthan,Amazon,12-03-2023,0,0,0,10986,0,0,0,0,0,0,0,0,0,14931,0,0,0,0,0,0,0,0,16305,0,0,0,0,0,6887,0
Kavya Jain,Female,16,18:00 - 22:00,Facebook,Ahmedabad,Rajasthan,Myntra,08-01-2020,0,2630,0,15628,0,0,0,0,0,0,0,9810,0,0,0,0,0,5774,0,0,10616,15123,0,0,15873,0,0,5391,0,0
Priya Kumar,Female,44,10:00 - 14:00,Instagram,Hyderabad,Maharashtra,Paytm Mall,17-10-2021,0,0,0,0,0,0,7207,7804,0,0,6050,0,0,5125,6815,0,0,5409,0,0,0,0,16057,0,0,0,0,0,0,0
Vivaan Gupta,Female,31,16:00 - 18:00,Facebook,Pune,Delhi,Myntra,18-10-2023,0,0,0,0,16429,0,13335,0,0,0,0,0,0,3523,0,0,0,0,0,18482,0,0,1369,0,0,0,0,0,0,0
Priya Sharma,Male,70,6:00 - 24:00,Twitter,Ahmedabad,West Bengal,Ajio,21-03-2021,0,0,11988,0,0,0,0,0,0,0,12688,0,0,0,5387,10769,0,8802,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Mehta,Male,57,17:00 - 21:00,Snapchat,Hyderabad,Gujarat,TataCliq,06-07-2021,0,0,0,0,0,18136,0,0,9574,0,15786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Sharma,Female,39,15:00 - 18:00,Google,Lucknow,Tamil Nadu,Flipkart,26-06-2023,3096,0,18845,18758,9572,0,2211,16006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4943,0,0,0
Kavya Verma,Female,38,15:00 - 22:00,Facebook,Kolkata,Maharashtra,Snapdeal,01-10-2023,0,0,0,17554,0,7826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6576,0,0,0
Diya Singh,Female,61,7:00 - 23:00,Facebook,Jaipur,Maharashtra,Local Market,20-01-2020,0,0,0,0,0,0,0,0,0,0,0,658,5494,0,0,0,9079,5591,0,0,0,0,0,0,0,0,0,0,0,8075
Nisha Singh,Female,24,18:00 - 20:00,Google,Lucknow,Karnataka,Local Market,15-10-2022,0,0,0,19835,0,16244,0,0,264,7369,0,0,0,0,0,17651,0,19075,0,0,0,0,6189,0,11576,19692,0,0,0,0
Vivaan Mishra,Male,17,22:00 - 24:00,Twitter,Bangalore,Maharashtra,Flipkart,13-12-2021,6518,0,9610,0,14500,10354,13963,0,0,0,0,0,0,0,0,0,0,14359,0,14109,13604,0,0,0,0,0,0,0,8831,0
Diya Verma,Female,36,20:00 - 21:00,Google,Kolkata,Delhi,TataCliq,07-06-2023,0,0,4163,0,0,0,0,208,0,0,0,17914,0,0,0,0,0,0,11772,0,19613,0,14616,15941,16610,0,0,0,0,12706
Aarav Kumar,Male,33,21:00 - 24:00,LinkedIn,Mumbai,Karnataka,TataCliq,19-10-2022,0,0,2498,5539,16153,0,0,0,0,14222,13417,0,0,0,0,0,0,0,10814,12928,0,16071,0,0,0,2000,0,16015,0,0
Nisha Mehta,Male,36,10:00 - 20:00,Google,Hyderabad,Tamil Nadu,Myntra,09-11-2022,0,0,0,10954,0,0,0,0,0,0,0,0,0,0,0,14295,1803,0,0,0,11374,0,0,0,0,0,10000,0,0,9783
Priya Verma,Male,42,12:00 - 22:00,Google,Ahmedabad,Tamil Nadu,Snapdeal,10-06-2020,0,0,16422,0,0,0,0,0,0,0,11689,0,0,4189,0,0,5319,0,0,1729,0,0,0,15934,0,4382,0,0,0,0
Aarav Mishra,Female,61,17:00 - 24:00,Facebook,Kolkata,Telangana,Snapdeal,05-04-2020,0,0,0,0,0,0,0,0,15943,17633,0,8558,0,2430,0,0,0,13007,0,0,0,0,0,14478,0,0,0,0,10000,0
Vivaan Chauhan,Female,39,13:00 - 15:00,Snapchat,Mumbai,Maharashtra,Local Market,23-04-2023,0,0,0,0,0,0,0,0,0,19700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11742,0,0,0,0,0
Riya Verma,Male,38,22:00 - 23:00,Snapchat,Delhi,West Bengal,Ajio,23-06-2023,0,6351,0,0,0,0,0,0,0,0,2752,0,17805,0,0,0,0,0,0,0,0,0,0,0,0,8930,10000,0,0,0
Aarav Patel,Male,16,22:00 - 24:00,Snapchat,Hyderabad,West Bengal,Local Market,05-06-2020,0,0,0,11560,16363,0,0,0,0,0,0,0,16552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Jain,Female,43,9:00 - 18:00,Instagram,Bangalore,Delhi,Snapdeal,08-04-2023,12606,0,0,0,0,0,0,0,0,0,0,0,5169,3829,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0
Diya Sharma,Male,59,14:00 - 15:00,Twitter,Jaipur,Tamil Nadu,Paytm Mall,26-07-2022,0,0,0,0,0,0,0,0,6733,0,0,0,8105,0,0,2205,0,0,0,0,12810,10166,0,0,0,0,0,0,0,0
Vivaan Mishra,Female,22,10:00 - 22:00,Facebook,Ahmedabad,Maharashtra,Myntra,29-06-2023,0,0,0,19589,0,0,0,16705,13467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14244,0,0,0,16495,0,0
Kavya Mehta,Male,25,21:00 - 24:00,Google,Pune,Uttar Pradesh,Flipkart,03-05-2022,0,0,0,18432,0,0,0,0,0,0,15284,0,0,0,8017,12196,0,7992,0,0,0,0,0,0,0,10053,0,0,0,0
Diya Jain,Male,25,16:00 - 20:00,Snapchat,Hyderabad,Uttar Pradesh,Amazon,23-11-2020,0,10220,0,0,0,0,0,0,0,0,0,0,430,10844,0,0,0,0,0,0,4853,0,14607,0,0,17616,0,15144,0,0
Riya Mehta,Male,46,9:00 - 16:00,Instagram,Delhi,Maharashtra,Amazon,26-08-2021,15000,2927,0,12864,0,0,0,19765,0,0,0,0,18036,6807,0,0,0,0,0,0,18620,0,0,9817,0,0,0,0,0,9589
Riya Gupta,Male,53,5:00 - 9:00,Facebook,Pune,Gujarat,Ajio,09-05-2023,0,0,18195,10151,0,16305,0,0,11529,0,9366,0,0,750,0,382,0,14000,0,0,0,0,0,0,0,10072,0,0,0,0
Diya Patel,Male,43,7:00 - 21:00,Google,Ahmedabad,Karnataka,Flipkart,03-03-2020,0,0,0,0,17090,0,0,0,0,0,0,0,0,0,7732,0,0,0,0,3710,0,0,0,0,0,0,0,0,0,0
Diya Verma,Female,58,8:00 - 22:00,Google,Chennai,Maharashtra,Snapdeal,19-04-2020,0,18037,0,0,0,0,0,0,0,96,0,0,0,2267,0,0,0,0,0,13395,0,0,0,10866,0,0,4141,0,0,0
Ananya Mishra,Female,45,9:00 - 20:00,Snapchat,Ahmedabad,Delhi,Paytm Mall,06-08-2022,0,0,0,0,0,0,0,0,0,0,10133,0,0,0,16073,0,15303,0,0,6556,0,10728,13276,0,0,0,0,5113,0,0
Vivaan Mishra,Male,39,16:00 - 21:00,LinkedIn,Delhi,Gujarat,Ajio,16-05-2020,0,0,0,0,18780,0,0,0,0,0,0,0,5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11280
Nisha Mishra,Female,55,20:00 - 22:00,LinkedIn,Hyderabad,Karnataka,Myntra,05-04-2021,584,0,0,8114,0,3443,0,0,0,0,0,2985,16226,0,0,0,0,0,0,0,0,19918,0,0,0,0,10000,0,0,0
Vivaan Sharma,Male,47,14:00 - 17:00,Facebook,Delhi,Delhi,Flipkart,25-06-2022,3170,4051,0,0,0,0,0,0,0,0,6814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14283,0,0
Priya Chauhan,Male,68,15:00 - 21:00,Snapchat,Delhi,Delhi,Local Market,02-07-2023,0,0,0,0,9530,0,0,0,0,0,14031,0,0,0,0,0,0,0,0,0,0,9453,0,12215,0,0,10000,0,0,0
Arjun Mehta,Female,38,6:00 - 21:00,Instagram,Mumbai,Uttar Pradesh,Paytm Mall,11-11-2020,15000,0,0,0,0,0,0,0,0,2596,0,0,0,19086,0,0,18235,0,0,0,0,16969,0,0,10000,2000,0,0,6872,0
Riya Chauhan,Male,69,13:00 - 17:00,LinkedIn,Ahmedabad,Tamil Nadu,TataCliq,05-07-2021,0,0,0,0,17076,0,0,0,0,0,8285,0,0,0,0,18960,0,0,0,0,10349,0,7768,0,13418,0,0,0,0,0
Riya Patel,Male,35,7:00 - 8:00,Facebook,Pune,Uttar Pradesh,Amazon,25-02-2021,0,0,9806,0,1395,11982,6370,0,0,0,0,0,15252,14286,11775,0,11873,0,0,18110,0,0,0,0,11888,0,0,0,0,0
Riya Mishra,Male,34,19:00 - 24:00,Facebook,Delhi,Tamil Nadu,Snapdeal,25-03-2023,0,0,0,7150,0,0,0,2406,8619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Sharma,Male,41,17:00 - 22:00,Google,Mumbai,Delhi,Myntra,24-08-2023,0,0,0,0,49,0,3749,0,0,3963,4538,0,19941,0,0,0,0,3388,0,0,0,0,0,0,12574,2552,0,0,0,6437
Aditya Singh,Male,36,9:00 - 17:00,Instagram,Jaipur,Rajasthan,Myntra,16-12-2021,0,0,0,0,0,11961,0,17721,0,0,4415,0,0,0,0,8400,0,0,5910,0,12834,0,0,0,0,0,9348,11744,0,0
Priya Verma,Female,60,14:00 - 15:00,Google,Bangalore,Tamil Nadu,Myntra,01-02-2021,0,0,0,0,0,6543,0,0,0,0,0,0,0,2128,0,14934,0,0,0,0,0,0,0,0,10000,0,0,0,0,0
Diya Chauhan,Male,39,6:00 - 7:00,Snapchat,Chennai,Maharashtra,TataCliq,31-12-2022,0,0,0,13364,0,0,0,0,0,1211,0,0,7997,0,7554,0,0,13923,0,0,17181,5000,6036,0,0,0,0,0,0,0
Vivaan Gupta,Female,42,17:00 - 24:00,Instagram,Lucknow,Maharashtra,TataCliq,21-01-2023,0,0,0,0,0,16283,10909,0,0,404,0,0,0,17283,0,0,0,0,3217,0,0,0,0,17947,0,17138,0,6105,0,0
Aarav Patel,Female,59,13:00 - 24:00,Snapchat,Delhi,Delhi,Paytm Mall,06-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7836,14533,0,14452,19422,0,10269,0,0,6225,10000,0,6411,3582
Nisha Jain,Male,54,14:00 - 19:00,Instagram,Jaipur,Telangana,Amazon,02-11-2022,0,0,0,0,0,0,4162,0,0,0,0,9396,0,0,0,0,17796,0,0,0,0,0,0,0,0,11296,0,0,0,0
Arjun Mehta,Male,29,22:00 - 24:00,Facebook,Pune,Gujarat,Local Market,05-10-2023,15000,0,0,0,0,3116,0,0,0,0,0,0,0,0,4746,5857,7516,8380,0,0,0,0,0,0,0,0,10000,0,0,0
Vivaan Chauhan,Female,41,7:00 - 13:00,Instagram,Mumbai,Maharashtra,Local Market,04-06-2022,0,0,9344,0,0,0,0,0,5607,0,19560,0,0,0,3145,7398,0,18873,13427,0,0,0,0,0,0,0,0,0,0,0
Nisha Patel,Female,35,13:00 - 17:00,Instagram,Hyderabad,Maharashtra,Paytm Mall,24-12-2020,0,4048,0,0,0,0,0,0,9890,6121,0,0,14519,0,4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Chauhan,Male,59,15:00 - 21:00,Google,Ahmedabad,West Bengal,Myntra,02-07-2020,0,16331,0,899,7628,0,4601,0,0,0,0,0,1401,10691,0,0,2986,0,0,0,14895,0,0,0,0,0,10000,12418,6723,0
Aditya Mishra,Female,50,20:00 - 22:00,Google,Delhi,Gujarat,Myntra,15-06-2021,0,5261,0,0,0,0,0,15921,9804,12517,0,0,10530,0,0,0,0,11858,0,0,0,0,0,0,0,13800,0,0,472,0
Diya Sharma,Male,28,21:00 - 24:00,Snapchat,Bangalore,Delhi,Ajio,10-10-2022,1121,0,1150,0,0,0,9549,0,0,12181,0,0,0,4479,3404,16227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nisha Mehta,Male,43,15:00 - 17:00,Instagram,Lucknow,Telangana,Paytm Mall,22-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,4311,12596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10522
Arjun Singh,Female,50,12:00 - 23:00,Google,Ahmedabad,Maharashtra,Amazon,01-11-2020,0,15932,0,6882,17033,0,0,0,0,3200,0,0,7698,0,0,17036,0,0,16487,0,19535,13149,0,0,0,0,10000,5019,0,0
Riya Kumar,Male,17,16:00 - 24:00,Instagram,Ahmedabad,Delhi,Amazon,20-09-2022,0,0,0,0,0,13733,0,0,4238,0,16924,0,183,0,0,5132,0,0,0,0,0,0,2308,0,0,0,0,0,10000,0
Aarav Patel,Female,61,12:00 - 20:00,Snapchat,Kolkata,Karnataka,Local Market,25-02-2023,5651,0,0,0,0,0,0,7430,0,0,0,0,0,4301,18877,0,10432,0,0,0,0,0,0,4782,0,8305,0,0,0,0
Ananya Singh,Female,40,6:00 - 21:00,Twitter,Jaipur,Gujarat,Paytm Mall,01-06-2023,0,7263,0,0,0,0,0,0,0,0,0,0,0,0,0,17733,0,0,3485,15710,0,10331,0,3000,0,0,0,0,0,0
Kavya Mishra,Female,29,18:00 - 22:00,Instagram,Mumbai,Maharashtra,Local Market,27-01-2020,0,18535,0,0,18159,0,0,0,0,0,0,0,0,11880,0,0,0,19222,0,0,0,0,0,0,0,0,4015,19112,0,0
Aditya Mishra,Female,28,20:00 - 24:00,Instagram,Bangalore,Rajasthan,Amazon,06-02-2021,0,0,0,0,12683,0,0,6665,0,0,0,0,1977,0,0,0,0,0,0,0,0,0,0,0,0,6440,10000,2300,0,0
Aditya Sharma,Female,34,15:00 - 18:00,Snapchat,Pune,Tamil Nadu,Flipkart,06-08-2022,0,0,6682,0,0,9543,0,0,0,2006,0,6591,0,0,0,0,15379,0,0,0,0,0,0,0,19967,0,0,0,0,0
Riya Kumar,Female,18,7:00 - 13:00,Snapchat,Lucknow,Rajasthan,Myntra,25-03-2022,0,0,0,0,104,0,0,0,0,0,12749,0,0,4770,8369,0,0,11490,0,0,0,0,0,3000,0,0,0,0,0,0
Kavya Singh,Female,41,22:00 - 23:00,Facebook,Ahmedabad,Tamil Nadu,Ajio,22-07-2021,0,0,0,0,10536,0,0,0,15698,10075,0,0,0,0,0,0,8786,2736,5344,0,0,0,0,0,10000,5023,0,0,0,9107
Aditya Mishra,Female,42,11:00 - 13:00,LinkedIn,Ahmedabad,Telangana,TataCliq,27-07-2023,14614,0,0,0,219,0,0,0,0,0,16502,0,0,11288,0,0,0,0,7993,0,0,0,0,0,0,0,0,0,0,0
Riya Mishra,Female,22,10:00 - 16:00,Facebook,Lucknow,West Bengal,Paytm Mall,10-07-2021,0,16106,0,0,0,14677,0,0,0,0,0,0,0,0,10031,0,0,0,0,0,0,5000,0,0,0,0,4447,0,10000,0
Ananya Chauhan,Female,24,8:00 - 24:00,Instagram,Hyderabad,Tamil Nadu,Local Market,27-03-2022,0,0,0,0,15145,0,10866,4511,0,6896,0,0,5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865
Priya Sharma,Female,18,22:00 - 23:00,Google,Lucknow,West Bengal,Amazon,14-05-2022,0,0,8038,0,13107,0,0,9773,0,0,0,0,2425,0,6513,0,0,0,0,0,0,0,19861,0,0,0,4045,0,0,0
Vivaan Jain,Male,37,10:00 - 12:00,LinkedIn,Kolkata,Tamil Nadu,Local Market,08-08-2022,0,0,0,0,0,9557,0,0,4701,0,0,0,0,0,0,0,0,16903,0,0,0,0,0,0,0,0,0,7135,0,14852
Aarav Chauhan,Male,56,17:00 - 23:00,Instagram,Bangalore,Tamil Nadu,Snapdeal,13-01-2023,0,12378,0,0,0,0,0,0,0,0,0,0,0,10683,0,19129,0,0,0,0,0,0,0,0,0,0,0,9371,0,0
Ananya Gupta,Female,66,16:00 - 18:00,Snapchat,Kolkata,Rajasthan,Myntra,25-09-2020,0,16126,0,0,0,0,0,15025,0,0,0,0,0,0,0,0,0,13135,3445,11345,0,0,0,0,0,0,0,0,0,0
Kavya Gupta,Female,39,17:00 - 21:00,Google,Hyderabad,Karnataka,Flipkart,13-12-2021,0,0,0,0,0,0,0,11420,0,0,0,0,0,3410,0,0,0,19785,0,0,0,0,0,0,0,0,0,0,0,0
Diya Kumar,Male,36,16:00 - 20:00,LinkedIn,Hyderabad,Maharashtra,Snapdeal,29-07-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482,0,0,0,0,0,0,2984,18460,0,0,2035,0,0,0
Riya Mehta,Male,16,18:00 - 24:00,Google,Mumbai,Gujarat,Myntra,24-03-2020,7105,5064,0,0,0,0,0,0,0,0,0,0,0,10789,2823,5880,0,0,14687,2553,0,11976,0,3102,0,0,0,10735,10000,13367
Priya Chauhan,Female,66,9:00 - 22:00,LinkedIn,Bangalore,Rajasthan,Ajio,20-09-2023,0,0,0,0,0,0,0,0,0,0,0,1194,0,0,17790,0,0,0,0,0,0,0,1874,5706,0,0,0,0,0,0
Aarav Jain,Female,19,8:00 - 15:00,Snapchat,Kolkata,Maharashtra,Myntra,24-05-2020,0,0,0,10663,0,0,0,0,0,19685,0,0,0,12439,0,0,6247,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Mehta,Male,25,17:00 - 22:00,Snapchat,Hyderabad,West Bengal,Paytm Mall,02-01-2020,0,0,15250,0,5531,0,0,12920,9626,0,0,0,0,0,0,0,0,10997,0,0,0,0,0,0,10000,0,0,0,0,0
Aditya Verma,Male,28,5:00 - 24:00,LinkedIn,Bangalore,Telangana,Ajio,21-05-2023,0,0,0,0,0,0,12044,0,0,6765,11288,0,0,0,0,16340,11986,0,0,0,0,0,0,14796,0,0,0,3370,0,0
Arjun Verma,Female,37,6:00 - 17:00,Google,Pune,Tamil Nadu,TataCliq,13-01-2022,0,0,0,8252,0,0,0,0,0,0,0,2376,8848,0,0,0,2852,0,8248,0,0,5000,0,0,0,0,0,2359,0,0
Arjun Singh,Female,54,19:00 - 24:00,Instagram,Mumbai,Delhi,Paytm Mall,30-12-2021,0,1458,0,0,0,0,0,0,1700,0,0,0,0,0,5460,0,0,0,0,0,0,5449,0,5052,0,0,0,0,0,0
Vivaan Jain,Female,32,16:00 - 24:00,Twitter,Bangalore,Delhi,Myntra,09-04-2023,0,11674,0,0,0,0,0,0,8073,0,0,0,0,14318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Chauhan,Female,58,9:00 - 19:00,Instagram,Delhi,Rajasthan,Snapdeal,05-08-2021,0,15563,0,0,0,0,0,0,0,0,0,0,19268,7482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
Riya Sharma,Male,62,17:00 - 24:00,Google,Lucknow,Tamil Nadu,Snapdeal,05-10-2020,0,0,0,0,2323,7708,0,0,0,0,12067,0,0,0,0,0,0,0,0,0,0,0,0,9014,0,0,0,0,0,8484
Vivaan Chauhan,Male,34,14:00 - 17:00,Twitter,Lucknow,Rajasthan,Local Market,27-09-2022,0,0,18084,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,11718,0,8954,0,0,10833,0,0,10000,0
Priya Mishra,Female,40,12:00 - 17:00,Snapchat,Jaipur,Telangana,Paytm Mall,05-01-2021,0,12258,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9621,0,0,0,8632,0,0,0,0,0,0,0,0
Arjun Gupta,Male,36,22:00 - 24:00,Google,Lucknow,Tamil Nadu,Paytm Mall,20-04-2022,0,0,2641,0,13273,0,0,0,0,2756,0,0,0,0,0,0,0,0,0,0,1723,0,0,18129,0,0,0,0,0,0
Ananya Singh,Female,53,17:00 - 18:00,Snapchat,Hyderabad,Delhi,TataCliq,03-06-2021,0,0,8499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0
Nisha Mishra,Male,50,9:00 - 16:00,LinkedIn,Jaipur,Maharashtra,Amazon,24-02-2023,0,0,0,15549,0,0,0,0,0,0,17987,0,0,0,0,0,1451,0,0,15407,0,0,0,3000,0,0,0,0,0,0
Riya Mehta,Female,43,8:00 - 9:00,Google,Hyderabad,Uttar Pradesh,Myntra,14-04-2022,0,0,0,0,0,5880,0,0,0,0,0,0,0,14805,0,0,0,0,0,9307,0,0,0,14869,0,0,0,18048,0,0
Aditya Sharma,Male,16,9:00 - 15:00,LinkedIn,Jaipur,Karnataka,Ajio,11-11-2021,0,0,0,8507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18178,0,0,9823,0,0,0,0
Arjun Jain,Male,25,19:00 - 20:00,Twitter,Pune,West Bengal,Paytm Mall,28-09-2020,0,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931,0,0,2815,0,19477,0,0
Aditya Singh,Female,49,11:00 - 19:00,Instagram,Bangalore,Uttar Pradesh,Paytm Mall,16-07-2022,15000,1739,0,12776,0,0,0,0,0,0,0,4452,0,0,0,0,0,0,0,0,0,5000,1643,3000,10999,0,0,0,3468,0
Diya Sharma,Male,61,19:00 - 22:00,Facebook,Chennai,Telangana,Flipkart,09-07-2023,4203,0,0,14370,0,0,0,0,0,0,0,13127,0,0,1476,0,0,0,0,0,0,0,13265,14307,0,7312,0,0,0,0
Vivaan Gupta,Male,63,8:00 - 14:00,Google,Lucknow,Rajasthan,Ajio,27-06-2022,0,0,0,0,0,0,7159,18469,12286,0,1109,1666,0,6822,0,0,9918,0,15756,0,0,14849,0,0,0,0,0,0,0,10802
Aditya Gupta,Female,68,17:00 - 19:00,Twitter,Kolkata,Karnataka,Paytm Mall,24-01-2022,13494,15196,0,16542,0,0,0,0,9032,0,0,0,0,0,11012,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0
Arjun Gupta,Male,54,7:00 - 23:00,Twitter,Ahmedabad,Maharashtra,Local Market,21-12-2022,0,0,0,0,0,0,0,0,0,0,3741,0,0,0,0,0,5431,0,0,0,0,19740,0,0,0,0,0,11048,0,6801
Nisha Singh,Male,37,21:00 - 24:00,Twitter,Bangalore,West Bengal,Myntra,09-06-2023,500,0,0,1904,0,0,15971,0,0,0,0,0,0,0,3728,0,0,0,0,4654,0,0,0,19125,10000,19063,0,0,0,0
Ananya Gupta,Male,43,19:00 - 20:00,LinkedIn,Bangalore,Tamil Nadu,Local Market,05-07-2022,0,0,3273,0,0,0,0,0,13620,0,0,0,0,0,0,0,7108,0,0,16905,0,0,0,0,0,0,0,0,0,0
Diya Kumar,Female,20,7:00 - 15:00,LinkedIn,Jaipur,West Bengal,Amazon,09-11-2022,0,0,0,0,0,0,9138,12393,0,0,0,5382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
